index,Job Title,Rating,Company Name,Location,Headquarters,Size (Employees),Founded,Type of ownership,Industry,Sector,Revenue (USD),Minimum Salary ($),Maximum Salary ($),Skills
579,Data Scientist,3.6,Merrick Bank,Utah,South Jordan,'201-500,1997.0,Company - Private,Banks & Credit Unions,Finance,,87000.0,141000.0,"['python', 'sql', 'sas', 'c++', 'aws', 'excel', 'machine learning', 'ai', 'data science']"
580,Data Scientist,4.2,ManTech,Alexandria,Herndon,'5001-10000,1968.0,Company - Public,Research & Development,Business Services,1-2 billion,87000.0,141000.0,"['python', 'sql', 'java', 'sas', 'scala', 'spark', 'hadoop', 'hive', 'kafka', 'mapreduce', 'tableau', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'regression', 'clustering', 'data mining', 'big data', 'clearance', 'secret clearance']"
581,Data Scientist,,"GrainBridge, LLC",Omaha,,,,,,,,87000.0,141000.0,"['python', 'sql', 'scala', 'aws', 'nosql', 'cloud', 'excel', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science', 'time series', 'big data']"
582,Data Scientist,3.2,First Health Group,Wellesley,Bethesda,'10000+,1853.0,Company - Private,Insurance Carriers,Insurance,10+ billion,87000.0,141000.0,"['machine learning', 'ai', 'predictive modeling', 'data science']"
583,Data Scientist,,Sprezzatura Management Consulting,Washington,McLean,'Unknown,,Company - Private,,,,87000.0,141000.0,"['excel', 'ai', 'statistics', 'mathematics', 'computer science', 'data mining', 'security clearance', 'clearance']"
584,Data Scientist,2.8,"Progress Rail, A Caterpillar Company",Fort Worth,Albertville,'1001-5000,1983.0,Subsidiary or Business Segment,Rail,Transportation & Logistics,2-5 billion,87000.0,141000.0,"['python', 'sql', 'c++', 'aws', 'nosql', 'cloud', 'excel', 'machine learning', 'ml', 'ai', 'statistics', 'mathematics', 'data science', 'regression']"
585,Data Scientist,4.2,UST Global,Atlanta,Aliso Viejo,'10000+,1999.0,Company - Private,IT Services,Information Technology,1-2 billion,87000.0,141000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'azure', 'nosql', 'gcp', 'kafka', 'cloud', 'excel', 'ai', 'data science', 'big data']"
586,Data Scientist,4.5,Axiologic Solutions,Alexandria,Fairfax,'51-200,2009.0,Company - Private,Aerospace & Defense,Aerospace & Defense,,87000.0,141000.0,"['scala', 'aws', 'cloud', 'ai', 'mathematics', 'computer science', 'ts/sci']"
587,Data Scientist,3.0,Indigo Slate,Bellevue,Bellevue,'51-200,2006.0,Company - Private,Consulting,Business Services,10-25 million,87000.0,141000.0,"['python', 'sql', 'scala', 'spark', 'tensorflow', 'scikit-learn', 'keras', 'nltk', 'machine learning', 'ml', 'ai', 'deep learning', 'nlp', 'data science', 'clustering']"
588,Data Scientist,3.3,Cubic,United States,San Diego,'5001-10000,1951.0,Company - Public,Aerospace & Defense,Aerospace & Defense,1-2 billion,87000.0,141000.0,"['python', 'sql', 'scala', 'hadoop', 'hive', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining']"
589,Data Scientist,4.0,Advanced Bio-Logic Solutions Corp,Thousand Oaks,Westlake Village,'1-50,,Company - Private,,,Less than 1 million,87000.0,141000.0,"['python', 'sql', 'machine learning', 'ai', 'artificial intelligence', 'deep learning', 'computer science', 'data mining']"
590,Data Engineer,3.5,Alignment Healthcare,Orange,Orange,'501-1000,2013.0,Company - Private,Health Care Services & Hospitals,Health Care,,87000.0,141000.0,"['sql', 'java', 'sas', 'javascript', 'html', 'css', 'aws', 'spark', 'hadoop', 'azure', 'gcp', 'cloud', 'tableau', 'excel', 'power bi', 'ml', 'ai', 'statistics', 'computer science']"
591,Data Scientist,3.5,WGSN,Baltimore,New York,'1-50,1998.0,Company - Private,Consulting,Business Services,50-100 million,87000.0,141000.0,"['python', 'sql', 'spark', 'hadoop', 'hive', 'tableau', 'excel', 'machine learning', 'ml', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'data mining']"
592,Data Scientist,3.6,"ISYS Technologies, Inc.",Herndon,Littleton,'51-200,1990.0,Company - Private,Computer Hardware & Software,Information Technology,10-25 million,87000.0,141000.0,"['python', 'sql', 'java', 'c++', 'spark', 'hadoop', 'tableau', 'ai', 'mathematics', 'clearance', 'ts/sci']"
593,Data Scientist,3.0,TransVoyant,Alexandria,Alexandria,'51-200,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,87000.0,141000.0,"['java', 'scala', 'spark', 'hadoop', 'kafka', 'cloud', 'ai', 'data science']"
594,Data Scientist,4.0,Noblis,Bridgeport,Reston,'1001-5000,1996.0,Nonprofit Organization,Consulting,Business Services,100-500 million,87000.0,141000.0,"['python', 'linux', 'etl', 'scikit-learn', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining', 'clearance']"
595,Data Scientist,4.6,Murray Resources,The Woodlands,Houston,'1-50,1988.0,Company - Private,Staffing & Outsourcing,Business Services,10-25 million,87000.0,141000.0,"['python', 'sql', 'c++', 'matlab', 'hadoop', 'tableau', 'excel', 'statistics', 'mathematics', 'computer science', 'data science']"
596,Data Scientist,4.3,Geotab,Oakville,Oakville,'1001-5000,2000.0,Company - Private,Computer Hardware & Software,Information Technology,100-500 million,87000.0,141000.0,"['python', 'sql', 'spark', 'gcp', 'kubernetes', 'kafka', 'cloud', 'excel', 'tensorflow', 'pytorch', 'scikit-learn', 'keras', 'nltk', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'deep learning', 'predictive modeling', 'computer science', 'data science', 'data mining', 'big data']"
597,Data Scientist,4.7,CRS Group,Chicago,Itasca,'51-200,1994.0,Company - Private,Staffing & Outsourcing,Business Services,10-25 million,87000.0,141000.0,['data science']
598,Data Scientist,3.7,EGlobalTech,Arlington,Vienna,'201-500,2004.0,Company - Private,IT Services,Information Technology,,87000.0,141000.0,"['python', 'aws', 'cloud', 'excel', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'mathematics', 'computer science']"
599,Data Scientist,3.9,Mars,New York,Mc Lean,'10000+,1911.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,10+ billion,92000.0,155000.0,"['python', 'spark', 'azure', 'cloud', 'machine learning', 'ai', 'statistics', 'computer science', 'data science']"
600,Data Scientist,4.9,Avlino,New Jersey,Holmdel,'1-50,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than 1 million,92000.0,155000.0,"['python', 'java', 'scala', 'c++', 'spark', 'hadoop', 'tensorflow', 'machine learning', 'ai', 'artificial intelligence', 'computer science', 'data mining', 'big data']"
601,Data Scientist,3.0,"Central Business Solutions, Inc",Seattle,Fremont,'51-200,,Company - Private,Consulting,Business Services,5-10 million,92000.0,155000.0,"['python', 'sql', 'aws', 'spark', 'hadoop', 'azure', 'gcp', 'cloud', 'excel', 'machine learning', 'deep learning', 'nlp', 'statistics', 'computer science']"
602,Data Scientist,2.5,KeHE Distributors,Naperville,Naperville,'5001-10000,1954.0,Company - Private,Wholesale,Business Services,,92000.0,155000.0,"['python', 'sql', 'sas', 'scala', 'aws', 'spark', 'hadoop', 'azure', 'etl', 'cloud', 'tableau', 'excel', 'power bi', 'qlik', 'machine learning', 'ai', 'artificial intelligence', 'deep learning', 'nlp', 'natural language processing', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'time series', 'big data']"
603,Data Scientist,3.5,Blackstone Talent Group,San Francisco,San Francisco,'51-200,1998.0,Company - Private,Consulting,Business Services,25-50 million,92000.0,155000.0,"['python', 'aws', 'cloud', 'machine learning', 'ai', 'deep learning', 'natural language processing', 'statistics', 'mathematics', 'data science', 'clustering']"
604,Data Scientist,5.0,Phoenix Operations Group,Baltimore,Woodbine,'1-50,2011.0,Company - Private,IT Services,Information Technology,1-5 million,92000.0,155000.0,"['python', 'linux', 'spark', 'docker', 'kafka', 'cloud', 'machine learning', 'big data', 'security clearance', 'clearance', 'ts/sci']"
605,Data Scientist,,Sophinea,Chantilly,,'1-50,,Unknown,,,,92000.0,155000.0,"['sql', 'ai', 'computer science', 'data science', 'security clearance', 'clearance']"
606,Data Scientist,3.5,Maxar Technologies,Herndon,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,92000.0,155000.0,"['python', 'sql', 'java', 'c++', 'linux', 'nosql', 'docker', 'cloud', 'excel', 'machine learning', 'ml', 'ai', 'computer science', 'data science', 'big data', 'ts/sci']"
607,Data Scientist,3.0,Moxie Software,Bellevue,San Bruno,'51-200,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,92000.0,155000.0,"['python', 'java', 'spark', 'hadoop', 'nltk', 'spacy', 'ai', 'nlp', 'statistics']"
608,Data Scientist,5.0,Blue Horizon Tek Solutions,New York,Coconut Creek,'1-50,1987.0,Company - Private,Staffing & Outsourcing,Business Services,,92000.0,155000.0,"['python', 'java', 'excel', 'machine learning', 'ai', 'artificial intelligence', 'statistics', 'data science']"
609,Data Scientist,4.7,Unicom Technologies INC,Chicago,Naperville,'51-200,,Company - Private,IT Services,Information Technology,,92000.0,155000.0,"['python', 'sql', 'scala', 'matlab', 'aws', 'spark', 'hadoop', 'nosql', 'kubernetes', 'cloud', 'excel', 'tensorflow', 'machine learning', 'ai', 'statistics', 'regression', 'clustering']"
610,Data Engineer,3.3,Americo Life,Kansas City,Kansas City,'201-500,1992.0,Company - Private,Insurance Carriers,Insurance,100-500 million,92000.0,155000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'hive', 'nosql', 'kafka', 'cloud', 'excel', 'ai', 'computer science']"
611,Data Scientist,3.3,Tokio Marine HCC,Houston,Houston,'1001-5000,1974.0,Company - Private,Insurance Carriers,Insurance,,92000.0,155000.0,"['python', 'ai', 'natural language processing', 'statistics', 'mathematics', 'computer science', 'data science']"
612,Data Scientist,3.5,CACI International,Chantilly,Arlington,'10000+,1962.0,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,92000.0,155000.0,"['sql', 'etl', 'excel', 'ai', 'data mining']"
613,Data Scientist,3.5,Maxar Technologies,Herndon,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,92000.0,155000.0,"['python', 'sql', 'java', 'c++', 'spark', 'hadoop', 'tableau', 'machine learning', 'ai', 'deep learning', 'statistics', 'mathematics', 'data science', 'security clearance', 'clearance', 'ts/sci']"
614,Data Scientist,4.7,Compass Consulting Group,Thousand Oaks,Danville,'51-200,2008.0,Company - Private,Consulting,Business Services,,92000.0,155000.0,"['python', 'sql', 'machine learning', 'ai', 'artificial intelligence', 'deep learning', 'computer science', 'data mining']"
615,Data Scientist,4.8,Klaviyo,Boston,Boston,'201-500,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,92000.0,155000.0,"['python', 'java', 'javascript', 'html', 'kafka', 'cloud', 'machine learning', 'ml', 'ai', 'statistics', 'computer science', 'data science']"
616,Machine Learning Engineer,4.0,AstraZeneca,Gaithersburg,Cambridge,'10000+,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,92000.0,155000.0,"['python', 'sql', 'sas', 'scala', 'aws', 'spark', 'hadoop', 'azure', 'kubernetes', 'docker', 'cloud', 'machine learning', 'ml', 'ai', 'natural language processing', 'computer science', 'data science']"
617,Data Scientist,3.8,GutCheck,Denver,Denver,'51-200,2009.0,Company - Private,Advertising & Marketing,Business Services,10-25 million,105000.0,167000.0,"['scala', 'tensorflow', 'machine learning', 'ai', 'data science']"
618,Data Scientist,2.7,Hexagon US Federal,Lexington Park,Chantilly,'51-200,2010.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,105000.0,167000.0,"['aws', 'excel', 'machine learning', 'ai', 'natural language processing', 'data mining', 'security clearance', 'clearance']"
619,Data Scientist,4.0,Comtech Global Inc,Washington,Columbus,'51-200,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,5-10 million,105000.0,167000.0,"['python', 'sql', 'java', 'linux', 'aws', 'spark', 'hadoop', 'hive', 'azure', 'nosql', 'cloud', 'tableau', 'power bi', 'machine learning', 'ml', 'ai', 'predictive modeling', 'data science', 'data mining']"
620,Data Scientist,,Berico Technologies,Fort Belvoir,,,,,,,,105000.0,167000.0,"['scala', 'aws', 'cloud', 'excel', 'machine learning', 'ai', 'statistics', 'security clearance', 'clearance', 'ts/sci']"
621,Data Scientist,,Kehe Food Distributors,Naperville,,,,,,,,105000.0,167000.0,"['python', 'sql', 'sas', 'scala', 'aws', 'spark', 'hadoop', 'azure', 'etl', 'cloud', 'tableau', 'excel', 'power bi', 'qlik', 'machine learning', 'ai', 'artificial intelligence', 'deep learning', 'nlp', 'natural language processing', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'time series', 'big data']"
622,Data Scientist,3.8,"Aveshka, Inc.",Washington,Arlington,'51-200,2010.0,Company - Public,IT Services,Information Technology,10-25 million,105000.0,167000.0,"['python', 'sql', 'sas', 'matlab', 'spark', 'hive', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'big data', 'clearance', 'ts/sci']"
623,Data Scientist,3.2,Perspecta,Adelphi,Chantilly,'10000+,2018.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,105000.0,167000.0,"['python', 'java', 'c++', 'linux', 'hadoop', 'hive', 'cloud', 'machine learning', 'ml', 'ai', 'mathematics', 'exploratory data analysis', 'clustering', 'big data', 'clearance', 'ts/sci']"
624,Data Scientist,,Pactera Edge,Redmond,,,,,,,,105000.0,167000.0,"['python', 'sql', 'ml', 'ai', 'deep learning', 'nlp']"
625,Data Scientist,3.6,Qurate Retail Group,West Chester,West Chester,'10000+,,Company - Public,Other Retail Stores,Retail,,105000.0,167000.0,"['python', 'sql', 'sas', 'tableau', 'excel', 'ai', 'statistics', 'computer science', 'regression', 'time series']"
626,Data Scientist,4.4,"SolutionIT, Inc.",Edison,Wilmington,'51-200,,Company - Private,,,,105000.0,167000.0,"['machine learning', 'ai', 'predictive modeling', 'statistics', 'computer science', 'data science']"
627,Data Scientist,4.1,A-Line Staffing Solutions,Durham,Utica,'501-1000,2004.0,Company - Private,Staffing & Outsourcing,Business Services,,105000.0,167000.0,"['python', 'sql', 'scala', 'spark', 'hadoop', 'hive', 'tensorflow', 'pytorch', 'scikit-learn', 'nltk', 'machine learning', 'ai', 'deep learning', 'natural language processing', 'statistics', 'mathematics', 'computer science', 'data science', 'big data']"
628,Data Scientist,,Clear Ridge Defense,Quantico,Baltimore,'1-50,,Company - Private,,,,105000.0,167000.0,"['python', 'sql', 'hadoop', 'nosql', 'ai', 'statistics', 'computer science', 'data science', 'regression', 'ts/sci']"
629,Data Scientist,3.8,"Criterion Systems, Inc.",Vienna,Vienna,'201-500,2005.0,Company - Private,IT Services,Information Technology,50-100 million,105000.0,167000.0,"['python', 'sql', 'excel', 'ai', 'statistics', 'mathematics', 'data science', 'clearance']"
630,Data Scientist,4.0,Foundation Medicine,Boston,Cambridge,'1001-5000,2010.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100-500 million,105000.0,167000.0,"['python', 'sql', 'ai', 'statistics', 'data science']"
631,Data Scientist,3.6,TRANZACT,Fort Lee,Fort Lee,'1001-5000,1989.0,Company - Private,Advertising & Marketing,Business Services,,105000.0,167000.0,"['python', 'sql', 'hadoop', 'tableau', 'excel', 'power bi', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'big data']"
632,Data Scientist,,JKGT,San Francisco,,,,,,,,105000.0,167000.0,"['ai', 'exploratory data analysis']"
633,Data Scientist,,AccessHope,Irwindale,,,,,,,,105000.0,167000.0,"['python', 'sql', 'java', 'scala', 'c++', 'hadoop', 'tableau', 'excel', 'power bi', 'machine learning', 'statistics', 'computer science', 'data science', 'data mining']"
634,Data Scientist,5.0,ChaTeck Incorporated,San Francisco,Santa Clara,'1-50,,Company - Private,Advertising & Marketing,Business Services,1-5 million,105000.0,167000.0,"['python', 'sql', 'java', 'scala', 'spark', 'hadoop', 'hive', 'nosql', 'tensorflow', 'pytorch', 'scikit-learn', 'keras', 'nltk', 'spacy', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'deep learning', 'nlp', 'natural language processing', 'statistics', 'mathematics', 'computer science', 'data science', 'clustering', 'big data']"
635,Data Scientist,2.7,1-800-Flowers,New York,Carle Place,'1001-5000,1976.0,Company - Public,Wholesale,Business Services,1-2 billion,105000.0,167000.0,"['python', 'sql', 'sas', 'tableau', 'excel', 'ai', 'artificial intelligence', 'statistics', 'mathematics', 'data science']"
